,﻿Layer,Name,GEOID,INC_2020-2024,INC_2020-2024_moe,properties.area_id,properties.city,properties.state,properties.city_survey,properties.cat,properties.grade,properties.label,properties.res,properties.com,properties.ind,properties.fill,properties.GISJOIN,properties.calc_area,properties.pct_tract
591,Census tract,Tract 1608,17031160800,"$87,676","$17,439",1186,Chicago,IL,True,Definitely Declining,C,C62,True,False,False,#ffff00,G1700310160800,3748.89792,0.0057
592,Census tract,Tract 1609,17031160900,"$109,598","$39,082",1188,Chicago,IL,True,Still Desirable,B,B68,True,False,False,#7cb5bd,G1700310160900,168326.85615,0.25592
593,Census tract,Tract 1609,17031160900,"$109,598","$39,082",1192,Chicago,IL,True,Definitely Declining,C,C50,True,False,False,#ffff00,G1700310160900,1104.42231,0.00168
594,Census tract,Tract 1609,17031160900,"$109,598","$39,082",1191,Chicago,IL,True,Definitely Declining,C,C54,True,False,False,#ffff00,G1700310160900,35.96279,5e-05
595,Census tract,Tract 1609,17031160900,"$109,598","$39,082",1185,Chicago,IL,True,Definitely Declining,C,C59,True,False,False,#ffff00,G1700310160900,6994.82984,0.01063
596,Census tract,Tract 1609,17031160900,"$109,598","$39,082",1187,Chicago,IL,True,Definitely Declining,C,C61,True,False,False,#ffff00,G1700310160900,442114.17915,0.67218
597,Census tract,Tract 1609,17031160900,"$109,598","$39,082",1189,Chicago,IL,True,Definitely Declining,C,C63,True,False,False,#ffff00,G1700310160900,351.37226,0.00053
598,Census tract,Tract 1610,17031161000,"$109,524","$22,921",1188,Chicago,IL,True,Still Desirable,B,B68,True,False,False,#7cb5bd,G1700310161000,1507.72957,0.00354
599,Census tract,Tract 1610,17031161000,"$109,524","$22,921",1192,Chicago,IL,True,Definitely Declining,C,C50,True,False,False,#ffff00,G1700310161000,421114.431,0.98736
600,Census tract,Tract 1610,17031161000,"$109,524","$22,921",1191,Chicago,IL,True,Definitely Declining,C,C54,True,False,False,#ffff00,G1700310161000,459.68422,0.00108
601,Census tract,Tract 1610,17031161000,"$109,524","$22,921",1187,Chicago,IL,True,Definitely Declining,C,C61,True,False,False,#ffff00,G1700310161000,3422.03579,0.00802
602,Census tract,Tract 1611,17031161100,"$149,722","$46,436",1192,Chicago,IL,True,Definitely Declining,C,C50,True,False,False,#ffff00,G1700310161100,435073.57339,0.75425
603,Census tract,Tract 1611,17031161100,"$149,722","$46,436",1191,Chicago,IL,True,Definitely Declining,C,C54,True,False,False,#ffff00,G1700310161100,547.82732,0.00095
605,Census tract,Tract 1612,17031161200,"$80,132","$36,204",1192,Chicago,IL,True,Definitely Declining,C,C50,True,False,False,#ffff00,G1700310161200,271.2341,0.00052
606,Census tract,Tract 1612,17031161200,"$80,132","$36,204",1191,Chicago,IL,True,Definitely Declining,C,C54,True,False,False,#ffff00,G1700310161200,391745.66481,0.75648
608,Census tract,Tract 1613,17031161300,"$59,353","$6,697",1266,Chicago,IL,True,Definitely Declining,C,C110,True,False,False,#ffff00,G1700310161300,803.35507,0.00161
609,Census tract,Tract 1613,17031161300,"$59,353","$6,697",1192,Chicago,IL,True,Definitely Declining,C,C50,True,False,False,#ffff00,G1700310161300,1352.88567,0.00272
610,Census tract,Tract 1613,17031161300,"$59,353","$6,697",1191,Chicago,IL,True,Definitely Declining,C,C54,True,False,False,#ffff00,G1700310161300,495442.55559,0.99567
611,Census tract,Tract 1701,17031170100,"$51,944","$39,546",1228,Chicago,IL,True,Definitely Declining,C,C42,True,False,False,#ffff00,G1700310170100,4223.04558,0.00416
612,Census tract,Tract 1701,17031170100,"$51,944","$39,546",1248,Chicago,IL,True,Definitely Declining,C,C95,True,False,False,#ffff00,G1700310170100,12515.94415,0.01234
613,Census tract,Tract 1702,17031170200,"$110,602","$17,999",1228,Chicago,IL,True,Definitely Declining,C,C42,True,False,False,#ffff00,G1700310170200,72937.3777,0.11169
614,Census tract,Tract 1702,17031170200,"$110,602","$17,999",1237,Chicago,IL,True,Definitely Declining,C,C52,True,False,False,#ffff00,G1700310170200,484519.36846,0.74194
615,Census tract,Tract 1702,17031170200,"$110,602","$17,999",1238,Chicago,IL,True,Definitely Declining,C,C53,True,False,False,#ffff00,G1700310170200,11899.65984,0.01822
616,Census tract,Tract 1703,17031170300,"$82,203","$17,615",1228,Chicago,IL,True,Definitely Declining,C,C42,True,False,False,#ffff00,G1700310170300,97.61543,7e-05
617,Census tract,Tract 1703,17031170300,"$82,203","$17,615",1237,Chicago,IL,True,Definitely Declining,C,C52,True,False,False,#ffff00,G1700310170300,11312.5588,0.00809
618,Census tract,Tract 1703,17031170300,"$82,203","$17,615",1248,Chicago,IL,True,Definitely Declining,C,C95,True,False,False,#ffff00,G1700310170300,915607.91277,0.65452
619,Census tract,Tract 1704,17031170400,"$110,800","$18,481",1232,Chicago,IL,True,Definitely Declining,C,C41,True,False,False,#ffff00,G1700310170400,350.02189,0.00046
620,Census tract,Tract 1704,17031170400,"$110,800","$18,481",1234,Chicago,IL,True,Definitely Declining,C,C94,True,False,False,#ffff00,G1700310170400,746136.34246,0.97023
621,Census tract,Tract 1704,17031170400,"$110,800","$18,481",1248,Chicago,IL,True,Definitely Declining,C,C95,True,False,False,#ffff00,G1700310170400,22482.85327,0.02924
622,Census tract,Tract 1705,17031170500,"$85,250","$36,396",1234,Chicago,IL,True,Definitely Declining,C,C94,True,False,False,#ffff00,G1700310170500,1001475.11475,0.6505
623,Census tract,Tract 1706,17031170600,"$81,004","$9,171",1234,Chicago,IL,True,Definitely Declining,C,C94,True,False,False,#ffff00,G1700310170600,564390.41639,0.9962
624,Census tract,Tract 1707,17031170700,"$90,611","$16,141",1234,Chicago,IL,True,Definitely Declining,C,C94,True,False,False,#ffff00,G1700310170700,579654.55489,1.0
625,Census tract,Tract 1708,17031170800,"$80,446","$20,872",1234,Chicago,IL,True,Definitely Declining,C,C94,True,False,False,#ffff00,G1700310170800,711685.25147,0.97446
626,Census tract,Tract 1708,17031170800,"$80,446","$20,872",1248,Chicago,IL,True,Definitely Declining,C,C95,True,False,False,#ffff00,G1700310170800,18650.10906,0.02554
627,Census tract,Tract 1709,17031170900,"$64,202","$18,308",1234,Chicago,IL,True,Definitely Declining,C,C94,True,False,False,#ffff00,G1700310170900,306788.41264,0.95698
628,Census tract,Tract 1709,17031170900,"$64,202","$18,308",1248,Chicago,IL,True,Definitely Declining,C,C95,True,False,False,#ffff00,G1700310170900,7882.96865,0.02459
629,Census tract,Tract 1709,17031170900,"$64,202","$18,308",1236,Chicago,IL,True,Definitely Declining,C,C96,True,False,False,#ffff00,G1700310170900,5908.05704,0.01843
630,Census tract,Tract 1710,17031171000,"$86,597","$14,509",1249,Chicago,IL,True,Still Desirable,B,B80,True,False,False,#7cb5bd,G1700310171000,173041.53284,0.12422
631,Census tract,Tract 1710,17031171000,"$86,597","$14,509",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310171000,4.56824,0.0
632,Census tract,Tract 1710,17031171000,"$86,597","$14,509",1237,Chicago,IL,True,Definitely Declining,C,C52,True,False,False,#ffff00,G1700310171000,3304.6216,0.00237
633,Census tract,Tract 1710,17031171000,"$86,597","$14,509",1248,Chicago,IL,True,Definitely Declining,C,C95,True,False,False,#ffff00,G1700310171000,1135951.90564,0.81545
634,Census tract,Tract 1711,17031171100,"$95,781","$22,830",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310171100,3721.80327,0.00559
635,Census tract,Tract 1711,17031171100,"$95,781","$22,830",1237,Chicago,IL,True,Definitely Declining,C,C52,True,False,False,#ffff00,G1700310171100,657185.95734,0.98655
636,Census tract,Tract 1711,17031171100,"$95,781","$22,830",1238,Chicago,IL,True,Definitely Declining,C,C53,True,False,False,#ffff00,G1700310171100,5239.85646,0.00787
637,Census tract,Tract 1801,17031180100,"$86,632","$23,932",1249,Chicago,IL,True,Still Desirable,B,B80,True,False,False,#7cb5bd,G1700310180100,17.79468,2e-05
638,Census tract,Tract 1801,17031180100,"$86,632","$23,932",1248,Chicago,IL,True,Definitely Declining,C,C95,True,False,False,#ffff00,G1700310180100,1068337.60408,0.99998
639,Census tract,Tract 1901,17031190100,"$56,713","$8,378",1267,Chicago,IL,True,Still Desirable,B,B83,True,False,False,#7cb5bd,G1700310190100,244211.18074,0.77245
640,Census tract,Tract 1901,17031190100,"$56,713","$8,378",1191,Chicago,IL,True,Definitely Declining,C,C54,True,False,False,#ffff00,G1700310190100,3076.72786,0.00973
642,Census tract,Tract 1902,17031190200,"$80,380","$11,024",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310190200,16860.44245,0.02554
643,Census tract,Tract 1902,17031190200,"$80,380","$11,024",1267,Chicago,IL,True,Still Desirable,B,B83,True,False,False,#7cb5bd,G1700310190200,2237.67215,0.00339
644,Census tract,Tract 1902,17031190200,"$80,380","$11,024",1238,Chicago,IL,True,Definitely Declining,C,C53,True,False,False,#ffff00,G1700310190200,6735.61671,0.0102
645,Census tract,Tract 1902,17031190200,"$80,380","$11,024",1191,Chicago,IL,True,Definitely Declining,C,C54,True,False,False,#ffff00,G1700310190200,47.18889,7e-05
646,Census tract,Tract 1902,17031190200,"$80,380","$11,024",1239,Chicago,IL,True,Definitely Declining,C,C99,True,False,False,#ffff00,G1700310190200,634228.17116,0.96079
647,Census tract,Tract 1903,17031190300,"$78,750","$23,734",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310190300,653940.26007,0.99036
648,Census tract,Tract 1903,17031190300,"$78,750","$23,734",1238,Chicago,IL,True,Definitely Declining,C,C53,True,False,False,#ffff00,G1700310190300,6362.34961,0.00964
649,Census tract,Tract 1904.01,17031190401,"$115,000","$20,958",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310190401,378402.52776,0.5773
650,Census tract,Tract 1904.01,17031190401,"$115,000","$20,958",1241,Chicago,IL,True,Definitely Declining,C,C100,True,False,False,#ffff00,G1700310190401,207296.13791,0.31625
651,Census tract,Tract 1904.01,17031190401,"$115,000","$20,958",1237,Chicago,IL,True,Definitely Declining,C,C52,True,False,False,#ffff00,G1700310190401,821.75589,0.00125
652,Census tract,Tract 1904.02,17031190402,"$63,140","$15,551",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310190402,471881.29946,0.72155
653,Census tract,Tract 1904.02,17031190402,"$63,140","$15,551",1241,Chicago,IL,True,Definitely Declining,C,C100,True,False,False,#ffff00,G1700310190402,179184.37135,0.27399
654,Census tract,Tract 1904.02,17031190402,"$63,140","$15,551",1238,Chicago,IL,True,Definitely Declining,C,C53,True,False,False,#ffff00,G1700310190402,2914.5178,0.00446
655,Census tract,Tract 1906.01,17031190601,"$77,316","$21,582",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310190601,6281.4384,0.0091
656,Census tract,Tract 1906.01,17031190601,"$77,316","$21,582",1241,Chicago,IL,True,Definitely Declining,C,C100,True,False,False,#ffff00,G1700310190601,464078.1153,0.67255
657,Census tract,Tract 1906.02,17031190602,"$82,232","$33,628",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310190602,408.16875,0.00066
658,Census tract,Tract 1906.02,17031190602,"$82,232","$33,628",1241,Chicago,IL,True,Definitely Declining,C,C100,True,False,False,#ffff00,G1700310190602,620945.02741,0.99934
659,Census tract,Tract 1907.01,17031190701,"$68,810","$24,789",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310190701,5431.7786,0.01955
660,Census tract,Tract 1907.01,17031190701,"$68,810","$24,789",1241,Chicago,IL,True,Definitely Declining,C,C100,True,False,False,#ffff00,G1700310190701,6960.80112,0.02505
661,Census tract,Tract 1907.01,17031190701,"$68,810","$24,789",1243,Chicago,IL,True,Definitely Declining,C,C101,True,False,False,#ffff00,G1700310190701,119674.78652,0.43069
662,Census tract,Tract 1907.01,17031190701,"$68,810","$24,789",1244,Chicago,IL,True,Definitely Declining,C,C102,True,False,False,#ffff00,G1700310190701,145800.60932,0.52471
663,Census tract,Tract 1907.02,17031190702,"$62,813","$12,053",1241,Chicago,IL,True,Definitely Declining,C,C100,True,False,False,#ffff00,G1700310190702,8736.49073,0.02278
664,Census tract,Tract 1907.02,17031190702,"$62,813","$12,053",1243,Chicago,IL,True,Definitely Declining,C,C101,True,False,False,#ffff00,G1700310190702,120915.92157,0.3153
665,Census tract,Tract 1907.02,17031190702,"$62,813","$12,053",1244,Chicago,IL,True,Definitely Declining,C,C102,True,False,False,#ffff00,G1700310190702,253839.64356,0.66192
666,Census tract,Tract 1908,17031190800,"$52,880","$36,159",1240,Chicago,IL,True,Still Desirable,B,B82,True,False,False,#7cb5bd,G1700310190800,165.10645,0.00025
667,Census tract,Tract 1908,17031190800,"$52,880","$36,159",1267,Chicago,IL,True,Still Desirable,B,B83,True,False,False,#7cb5bd,G1700310190800,282.86794,0.00043
668,Census tract,Tract 1908,17031190800,"$52,880","$36,159",1243,Chicago,IL,True,Definitely Declining,C,C101,True,False,False,#ffff00,G1700310190800,349617.32365,0.52867
669,Census tract,Tract 1908,17031190800,"$52,880","$36,159",1244,Chicago,IL,True,Definitely Declining,C,C102,True,False,False,#ffff00,G1700310190800,301603.44157,0.45606
670,Census tract,Tract 1908,17031190800,"$52,880","$36,159",1247,Chicago,IL,True,Definitely Declining,C,C111,True,False,False,#ffff00,G1700310190800,828.81577,0.00125
671,Census tract,Tract 1908,17031190800,"$52,880","$36,159",1239,Chicago,IL,True,Definitely Declining,C,C99,True,False,False,#ffff00,G1700310190800,8820.29702,0.01334
672,Census tract,Tract 1909,17031190900,"$77,778","$24,979",1267,Chicago,IL,True,Still Desirable,B,B83,True,False,False,#7cb5bd,G1700310190900,169389.62894,0.53837
673,Census tract,Tract 1909,17031190900,"$77,778","$24,979",1244,Chicago,IL,True,Definitely Declining,C,C102,True,False,False,#ffff00,G1700310190900,0.29563,0.0
674,Census tract,Tract 1909,17031190900,"$77,778","$24,979",1247,Chicago,IL,True,Definitely Declining,C,C111,True,False,False,#ffff00,G1700310190900,145245.72122,0.46163
675,Census tract,Tract 1909,17031190900,"$77,778","$24,979",1239,Chicago,IL,True,Definitely Declining,C,C99,True,False,False,#ffff00,G1700310190900,0.18773,0.0
676,Census tract,Tract 1910,17031191000,"$58,182","$33,482",1244,Chicago,IL,True,Definitely Declining,C,C102,True,False,False,#ffff00,G1700310191000,19.22347,4e-05
677,Census tract,Tract 1910,17031191000,"$58,182","$33,482",1245,Chicago,IL,True,Definitely Declining,C,C103,True,False,False,#ffff00,G1700310191000,9.88588,2e-05
678,Census tract,Tract 1910,17031191000,"$58,182","$33,482",1247,Chicago,IL,True,Definitely Declining,C,C111,True,False,False,#ffff00,G1700310191000,114228.14395,0.26301
679,Census tract,Tract 1910,17031191000,"$58,182","$33,482",1268,Chicago,IL,True,Definitely Declining,C,C113,True,False,False,#ffff00,G1700310191000,209312.88694,0.48194
681,Census tract,Tract 1911,17031191100,"$51,958","$10,374",1243,Chicago,IL,True,Definitely Declining,C,C101,True,False,False,#ffff00,G1700310191100,4848.53818,0.0059
682,Census tract,Tract 1911,17031191100,"$51,958","$10,374",1244,Chicago,IL,True,Definitely Declining,C,C102,True,False,False,#ffff00,G1700310191100,307614.40737,0.37403
683,Census tract,Tract 1911,17031191100,"$51,958","$10,374",1245,Chicago,IL,True,Definitely Declining,C,C103,True,False,False,#ffff00,G1700310191100,337149.1202,0.40994
684,Census tract,Tract 1911,17031191100,"$51,958","$10,374",1247,Chicago,IL,True,Definitely Declining,C,C111,True,False,False,#ffff00,G1700310191100,484.76273,0.00059
685,Census tract,Tract 1911,17031191100,"$51,958","$10,374",1268,Chicago,IL,True,Definitely Declining,C,C113,True,False,False,#ffff00,G1700310191100,1330.50043,0.00162
686,Census tract,Tract 1911,17031191100,"$51,958","$10,374",1246,Chicago,IL,True,Hazardous,D,D8,True,False,False,#d9838d,G1700310191100,93420.93374,0.11359
688,Census tract,Tract 1912,17031191200,"$51,449","$9,496",1241,Chicago,IL,True,Definitely Declining,C,C100,True,False,False,#ffff00,G1700310191200,380.05757,0.00054
689,Census tract,Tract 1912,17031191200,"$51,449","$9,496",1243,Chicago,IL,True,Definitely Declining,C,C101,True,False,False,#ffff00,G1700310191200,129.65295,0.00018
690,Census tract,Tract 1912,17031191200,"$51,449","$9,496",1244,Chicago,IL,True,Definitely Declining,C,C102,True,False,False,#ffff00,G1700310191200,155467.48485,0.22034
691,Census tract,Tract 1912,17031191200,"$51,449","$9,496",1245,Chicago,IL,True,Definitely Declining,C,C103,True,False,False,#ffff00,G1700310191200,163149.62957,0.23123
692,Census tract,Tract 1912,17031191200,"$51,449","$9,496",1242,Chicago,IL,True,Hazardous,D,D7,True,False,False,#d9838d,G1700310191200,8724.919,0.01237
693,Census tract,Tract 1913.01,17031191301,"$69,783","$19,172",1241,Chicago,IL,True,Definitely Declining,C,C100,True,False,False,#ffff00,G1700310191301,3242.92085,0.0048
694,Census tract,Tract 1913.01,17031191301,"$69,783","$19,172",1242,Chicago,IL,True,Hazardous,D,D7,True,False,False,#d9838d,G1700310191301,546502.23506,0.80964
695,Census tract,Tract 1913.02,17031191302,"$62,146","$15,249",1241,Chicago,IL,True,Definitely Declining,C,C100,True,False,False,#ffff00,G1700310191302,14819.66248,0.02348
696,Census tract,Tract 1913.02,17031191302,"$62,146","$15,249",1242,Chicago,IL,True,Hazardous,D,D7,True,False,False,#d9838d,G1700310191302,491969.91139,0.77943
697,Census tract,Tract 2001,17031200100,"$81,131","$15,024",1267,Chicago,IL,True,Still Desirable,B,B83,True,False,False,#7cb5bd,G1700310200100,367624.32335,0.62856
698,Census tract,Tract 2001,17031200100,"$81,131","$15,024",1247,Chicago,IL,True,Definitely Declining,C,C111,True,False,False,#ffff00,G1700310200100,97361.17466,0.16647
699,Census tract,Tract 2001,17031200100,"$81,131","$15,024",1191,Chicago,IL,True,Definitely Declining,C,C54,True,False,False,#ffff00,G1700310200100,1238.44681,0.00212
701,Census tract,Tract 2002,17031200200,"$69,335","$8,311",1267,Chicago,IL,True,Still Desirable,B,B83,True,False,False,#7cb5bd,G1700310200200,179684.86342,0.21948
702,Census tract,Tract 2002,17031200200,"$69,335","$8,311",1247,Chicago,IL,True,Definitely Declining,C,C111,True,False,False,#ffff00,G1700310200200,347791.44366,0.42482
703,Census tract,Tract 2002,17031200200,"$69,335","$8,311",1268,Chicago,IL,True,Definitely Declining,C,C113,True,False,False,#ffff00,G1700310200200,57453.27497,0.07018
705,Census tract,Tract 2003,17031200300,"$48,977","$24,959",1247,Chicago,IL,True,Definitely Declining,C,C111,True,False,False,#ffff00,G1700310200300,7586.82098,0.03027
706,Census tract,Tract 2003,17031200300,"$48,977","$24,959",1292,Chicago,IL,True,Definitely Declining,C,C112,True,False,False,#ffff00,G1700310200300,4435.47631,0.01769
707,Census tract,Tract 2003,17031200300,"$48,977","$24,959",1268,Chicago,IL,True,Definitely Declining,C,C113,True,False,False,#ffff00,G1700310200300,197406.62214,0.78752
709,Census tract,Tract 2004.01,17031200401,"$69,046","$19,776",1268,Chicago,IL,True,Definitely Declining,C,C113,True,False,False,#ffff00,G1700310200401,335719.5797,0.83344
711,Census tract,Tract 2004.02,17031200402,"$80,784","$19,261",1268,Chicago,IL,True,Definitely Declining,C,C113,True,False,False,#ffff00,G1700310200402,355374.80813,0.92017
713,Census tract,Tract 2101,17031210100,"$115,018","$11,819",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310210100,698.47668,0.00082
714,Census tract,Tract 2101,17031210100,"$115,018","$11,819",1185,Chicago,IL,True,Definitely Declining,C,C59,True,False,False,#ffff00,G1700310210100,18.37767,2e-05
715,Census tract,Tract 2101,17031210100,"$115,018","$11,819",1186,Chicago,IL,True,Definitely Declining,C,C62,True,False,False,#ffff00,G1700310210100,9566.42016,0.0112
716,Census tract,Tract 2101,17031210100,"$115,018","$11,819",1291,Chicago,IL,True,Hazardous,D,D3,True,False,False,#d9838d,G1700310210100,430518.79527,0.50406
717,Census tract,Tract 2101,17031210100,"$115,018","$11,819",1290,Chicago,IL,True,Hazardous,D,D9,True,False,False,#d9838d,G1700310210100,2577.4793,0.00302
719,Census tract,Tract 2104,17031210400,"$71,183","$8,191",1266,Chicago,IL,True,Definitely Declining,C,C110,True,False,False,#ffff00,G1700310210400,313688.32338,0.74413
720,Census tract,Tract 2104,17031210400,"$71,183","$8,191",1247,Chicago,IL,True,Definitely Declining,C,C111,True,False,False,#ffff00,G1700310210400,2932.33712,0.00696
721,Census tract,Tract 2104,17031210400,"$71,183","$8,191",1191,Chicago,IL,True,Definitely Declining,C,C54,True,False,False,#ffff00,G1700310210400,162.11467,0.00038
723,Census tract,Tract 2105.01,17031210501,"$76,379","$14,235",1266,Chicago,IL,True,Definitely Declining,C,C110,True,False,False,#ffff00,G1700310210501,175575.61528,0.56081
724,Census tract,Tract 2105.01,17031210501,"$76,379","$14,235",1292,Chicago,IL,True,Definitely Declining,C,C112,True,False,False,#ffff00,G1700310210501,124934.15134,0.39905
725,Census tract,Tract 2105.01,17031210501,"$76,379","$14,235",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310210501,12567.84077,0.04014
726,Census tract,Tract 2105.02,17031210502,"$78,881","$8,617",1266,Chicago,IL,True,Definitely Declining,C,C110,True,False,False,#ffff00,G1700310210502,79909.77985,0.23099
727,Census tract,Tract 2105.02,17031210502,"$78,881","$8,617",1292,Chicago,IL,True,Definitely Declining,C,C112,True,False,False,#ffff00,G1700310210502,254852.53314,0.73669
728,Census tract,Tract 2105.02,17031210502,"$78,881","$8,617",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310210502,9709.60454,0.02807
729,Census tract,Tract 2106.01,17031210601,"$84,271","$42,923",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310210601,273652.88514,1.0
730,Census tract,Tract 2106.02,17031210602,"$87,571","$10,022",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310210602,381390.62131,1.0
731,Census tract,Tract 2107,17031210700,"$89,196","$32,895",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310210700,378309.89277,0.76072
732,Census tract,Tract 2107,17031210700,"$89,196","$32,895",1291,Chicago,IL,True,Hazardous,D,D3,True,False,False,#d9838d,G1700310210700,787.8124,0.00158
733,Census tract,Tract 2107,17031210700,"$89,196","$32,895",1290,Chicago,IL,True,Hazardous,D,D9,True,False,False,#d9838d,G1700310210700,118207.31084,0.2377
734,Census tract,Tract 2108,17031210800,"$104,701","$11,276",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310210800,60854.92193,0.3735
735,Census tract,Tract 2108,17031210800,"$104,701","$11,276",1291,Chicago,IL,True,Hazardous,D,D3,True,False,False,#d9838d,G1700310210800,2492.53608,0.0153
736,Census tract,Tract 2108,17031210800,"$104,701","$11,276",1290,Chicago,IL,True,Hazardous,D,D9,True,False,False,#d9838d,G1700310210800,99583.68241,0.6112
737,Census tract,Tract 2109,17031210900,"$101,288","$25,929",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310210900,62.18895,0.00011
738,Census tract,Tract 2109,17031210900,"$101,288","$25,929",1291,Chicago,IL,True,Hazardous,D,D3,True,False,False,#d9838d,G1700310210900,3885.46354,0.00681
739,Census tract,Tract 2109,17031210900,"$101,288","$25,929",1290,Chicago,IL,True,Hazardous,D,D9,True,False,False,#d9838d,G1700310210900,346942.1709,0.60806
741,Census tract,Tract 2203,17031220300,"$101,875","$17,882",1264,Chicago,IL,True,Definitely Declining,C,C118,True,False,False,#ffff00,G1700310220300,70271.86765,0.2155
742,Census tract,Tract 2203,17031220300,"$101,875","$17,882",1265,Chicago,IL,True,Definitely Declining,C,C119,True,False,False,#ffff00,G1700310220300,100.70648,0.00031
743,Census tract,Tract 2203,17031220300,"$101,875","$17,882",1290,Chicago,IL,True,Hazardous,D,D9,True,False,False,#d9838d,G1700310220300,255722.50867,0.7842
744,Census tract,Tract 2204,17031220400,"$126,273","$21,564",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310220400,2754.97884,0.00836
745,Census tract,Tract 2204,17031220400,"$126,273","$21,564",1264,Chicago,IL,True,Definitely Declining,C,C118,True,False,False,#ffff00,G1700310220400,193465.37422,0.58706
746,Census tract,Tract 2204,17031220400,"$126,273","$21,564",1265,Chicago,IL,True,Definitely Declining,C,C119,True,False,False,#ffff00,G1700310220400,4011.38301,0.01217
747,Census tract,Tract 2204,17031220400,"$126,273","$21,564",1290,Chicago,IL,True,Hazardous,D,D9,True,False,False,#d9838d,G1700310220400,129316.86131,0.39241
748,Census tract,Tract 2205,17031220500,"$102,552","$9,328",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310220500,3096.90461,0.00897
749,Census tract,Tract 2205,17031220500,"$102,552","$9,328",1264,Chicago,IL,True,Definitely Declining,C,C118,True,False,False,#ffff00,G1700310220500,228350.23762,0.66113
750,Census tract,Tract 2205,17031220500,"$102,552","$9,328",1265,Chicago,IL,True,Definitely Declining,C,C119,True,False,False,#ffff00,G1700310220500,6433.54095,0.01863
751,Census tract,Tract 2205,17031220500,"$102,552","$9,328",1290,Chicago,IL,True,Hazardous,D,D9,True,False,False,#d9838d,G1700310220500,107511.45764,0.31127
752,Census tract,Tract 2206.01,17031220601,"$134,000","$8,663",1264,Chicago,IL,True,Definitely Declining,C,C118,True,False,False,#ffff00,G1700310220601,189080.15591,0.99979
753,Census tract,Tract 2206.01,17031220601,"$134,000","$8,663",1265,Chicago,IL,True,Definitely Declining,C,C119,True,False,False,#ffff00,G1700310220601,39.34355,0.00021
754,Census tract,Tract 2206.02,17031220602,"$77,650","$11,281",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310220602,5849.67525,0.0129
755,Census tract,Tract 2206.02,17031220602,"$77,650","$11,281",1264,Chicago,IL,True,Definitely Declining,C,C118,True,False,False,#ffff00,G1700310220602,447788.47768,0.9871
756,Census tract,Tract 2207.01,17031220701,"$77,904","$18,518",1292,Chicago,IL,True,Definitely Declining,C,C112,True,False,False,#ffff00,G1700310220701,255675.22243,0.9598
757,Census tract,Tract 2207.01,17031220701,"$77,904","$18,518",1264,Chicago,IL,True,Definitely Declining,C,C118,True,False,False,#ffff00,G1700310220701,10674.87177,0.04007
758,Census tract,Tract 2207.01,17031220701,"$77,904","$18,518",1265,Chicago,IL,True,Definitely Declining,C,C119,True,False,False,#ffff00,G1700310220701,34.33484,0.00013
759,Census tract,Tract 2207.02,17031220702,"$84,167","$18,305",1266,Chicago,IL,True,Definitely Declining,C,C110,True,False,False,#ffff00,G1700310220702,19377.35261,0.03369
760,Census tract,Tract 2207.02,17031220702,"$84,167","$18,305",1292,Chicago,IL,True,Definitely Declining,C,C112,True,False,False,#ffff00,G1700310220702,353221.05574,0.61409
761,Census tract,Tract 2207.02,17031220702,"$84,167","$18,305",1190,Chicago,IL,True,Definitely Declining,C,C117,True,False,False,#ffff00,G1700310220702,132.9869,0.00023
762,Census tract,Tract 2207.02,17031220702,"$84,167","$18,305",1264,Chicago,IL,True,Definitely Declining,C,C118,True,False,False,#ffff00,G1700310220702,12236.86574,0.02127
764,Census tract,Tract 2209.01,17031220901,"$96,458","$19,856",1292,Chicago,IL,True,Definitely Declining,C,C112,True,False,False,#ffff00,G1700310220901,215201.88832,0.73376
